grade_uid,card_uid,grade_cl_card_id,card_url,grader,grade,qualifier,grade_label_raw,population,sales_status,sales_count,eligible_for_model,exclusion_reason,player_id,player_name,sport,cl_card_id,card_year,card_set,card_number,parallel,serial,is_rookie,is_auto,title_raw,img_url,grade_numeric,search_text
b1c6edf7962f9d80f4c2,1e579480d23cbcdfa6ac,,,BGS,9,,BGS 9/Auto 10,,PENDING,0,1,,P0001,Michael Jordan,Basketball,i0A3JnAzLWlrch9tZMCW,1984,Star,101,Autograph,,0,1,1984 Star Michael Jordan #101 [Autograph] BGS 8.5/Auto 10,,9.0,Michael Jordan 1984 Star #101 Autograph BGS 9
91392cb16da323b4774a,a1eab8ef04750307c63a,,,BGS,9.5,,BGS 9.5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,9.5,Michael Jordan 1984 Star #101 Base BGS 9.5
a931e643f8ded7b3006f,a1eab8ef04750307c63a,,,PSA,1.5,,PSA 1.5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,1.5,Michael Jordan 1984 Star #101 Base PSA 1.5
4cddc37c04590e3d9b1f,a1eab8ef04750307c63a,,,PSA,3,,PSA 3,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,3.0,Michael Jordan 1984 Star #101 Base PSA 3
6da85fefe237d4d157a3,a1eab8ef04750307c63a,,,PSA,4,,PSA 4,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,4.0,Michael Jordan 1984 Star #101 Base PSA 4
a3ddfb1bb7ebddfa98e6,a1eab8ef04750307c63a,,,PSA,5,,PSA 5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,5.0,Michael Jordan 1984 Star #101 Base PSA 5
7134e7f62185ef9511af,a1eab8ef04750307c63a,,,PSA,5.5,,PSA 5.5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,5.5,Michael Jordan 1984 Star #101 Base PSA 5.5
1a6670c80ff8d576fb4a,a1eab8ef04750307c63a,,,PSA,6,,PSA 6,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,6.0,Michael Jordan 1984 Star #101 Base PSA 6
3dfd292a6d53d9816f85,a1eab8ef04750307c63a,,,PSA,6.5,,PSA 6.5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,6.5,Michael Jordan 1984 Star #101 Base PSA 6.5
325cf359173e24c8ad5e,a1eab8ef04750307c63a,,,PSA,7,,PSA 7,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,7.0,Michael Jordan 1984 Star #101 Base PSA 7
009eb7c7360ac8f887e4,a1eab8ef04750307c63a,,,PSA,7.5,,PSA 7.5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,7.5,Michael Jordan 1984 Star #101 Base PSA 7.5
0c31f8ca314291354fad,a1eab8ef04750307c63a,,,PSA,8,,PSA 8,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,8.0,Michael Jordan 1984 Star #101 Base PSA 8
9fcd14cc80943814311c,a1eab8ef04750307c63a,,,PSA,8.5,,PSA 8.5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,8.5,Michael Jordan 1984 Star #101 Base PSA 8.5
36659866159d6ed5726a,a1eab8ef04750307c63a,,,PSA,9,,PSA 9,,PENDING,0,1,,P0001,Michael Jordan,Basketball,DMSnuaEUetwX5SmZzH7V,1984,Star,101,Base,,0,0,1984 Star Michael Jordan #101 [Base] BGS 7.5,,9.0,Michael Jordan 1984 Star #101 Base PSA 9
1ae46c6fe231a66769f6,22140aac4dcf1c2ecc7d,,,BGS,2.5,,BGS 2.5,,PENDING,1,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,2.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 2.5
ecc5d1050b942d678578,22140aac4dcf1c2ecc7d,,,BGS,4.0,,BGS 4,,PENDING,8,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,4.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 4.0
cfb87e6f51f866f900c5,22140aac4dcf1c2ecc7d,,,BGS,4.5,,BGS 4.5,,PENDING,4,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,4.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 4.5
ec89da25351ceef4e26e,22140aac4dcf1c2ecc7d,,,BGS,5,,BGS 5,,COMPLETE,11,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,5.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 5
f3d9ec2ba9b2d3194381,22140aac4dcf1c2ecc7d,,,BGS,5.5,,BGS 5.5,,COMPLETE,39,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,5.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 5.5
00851aed0cc365a9cd96,22140aac4dcf1c2ecc7d,,,BGS,6,,BGS 6,,COMPLETE,82,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,6.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 6
b1639b4930c9a75a700a,22140aac4dcf1c2ecc7d,,,BGS,6.5,,BGS 6.5,,COMPLETE,105,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,6.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 6.5
b786f52141087bf584be,22140aac4dcf1c2ecc7d,,,BGS,7,,BGS 7,,COMPLETE,122,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,7.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 7
24ffd6320852c4fcfcee,22140aac4dcf1c2ecc7d,,,BGS,7.5,,BGS 7.5,,COMPLETE,121,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,7.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 7.5
0adddb1fa6423a3ff8ea,22140aac4dcf1c2ecc7d,,,BGS,8,,BGS 8,,COMPLETE,45,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,8.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 8
f9a5ce0a3ffb0c9a6301,22140aac4dcf1c2ecc7d,,,BGS,8.5,,BGS 8.5,,COMPLETE,26,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,8.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 8.5
431250b4435d7b6ec802,22140aac4dcf1c2ecc7d,,,BGS,9,,BGS 9,,COMPLETE,5,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,9.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BGS 9
bcd9db4f1f9b916025fe,22140aac4dcf1c2ecc7d,,,BVG,5.0,,BVG 5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,5.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BVG 5.0
ea7797cc49dbf502982b,22140aac4dcf1c2ecc7d,,,BVG,5.5,,BVG 5.5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,5.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BVG 5.5
158ed8e13fc580e19899,22140aac4dcf1c2ecc7d,,,BVG,6.5,,BVG 6.5,,PENDING,2,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,6.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BVG 6.5
411a7b4b46317c346c51,22140aac4dcf1c2ecc7d,,,BVG,7.5,,BVG 7.5,,PENDING,1,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,7.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist BVG 7.5
b6186054c3587e34b751,22140aac4dcf1c2ecc7d,,,PSA,1.0,,PSA 1,,PENDING,2,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,1.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 1.0
4a40f6ecb613a3ed0840,22140aac4dcf1c2ecc7d,,,PSA,1.5,,PSA 1.5,,PENDING,1,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,1.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 1.5
06e18fcb52028ddf1336,22140aac4dcf1c2ecc7d,,,PSA,3.0,,PSA 3,,PENDING,4,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,3.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 3.0
77035b773eb26ceddc6a,22140aac4dcf1c2ecc7d,,,PSA,4.0,,PSA 4,,PENDING,20,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,4.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 4.0
7aef2bb8e7beb4af7b24,22140aac4dcf1c2ecc7d,,,PSA,4.5,,PSA 4.5,,PENDING,1,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,4.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 4.5
c1ba91264a426064cf80,22140aac4dcf1c2ecc7d,,,PSA,5,,PSA 5,,COMPLETE,53,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,5.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 5
1283ebc979891a77b612,22140aac4dcf1c2ecc7d,,,PSA,5.5,,PSA 5.5,,PENDING,1,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,5.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 5.5
59f67f556e789bbf918d,22140aac4dcf1c2ecc7d,,,PSA,6,,PSA 6,,COMPLETE,139,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,6.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 6
420f401f7c8dd7cbcb97,22140aac4dcf1c2ecc7d,,,PSA,6.5,,PSA 6.5,,PENDING,1,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,6.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 6.5
c64ff2f7b96057599129,22140aac4dcf1c2ecc7d,,,PSA,7,,PSA 7,,COMPLETE,82,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,7.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 7
4b3449a1c9c566a37854,22140aac4dcf1c2ecc7d,,,PSA,7.5,,PSA 7.5,,PENDING,3,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,7.5,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 7.5
37d163aee8d14dd275e7,22140aac4dcf1c2ecc7d,,,PSA,8,,PSA 8,,COMPLETE,5,1,,P0001,Michael Jordan,Basketball,CR6Ykrcrg0X8ukghWj69,1984,Star,195,Olympic Team - 1984 Gold Medalist,,0,0,1984 Star Michael Jordan #195 [Olympic Team - 1984 Gold Medalist] BGS 6.5,,8.0,Michael Jordan 1984 Star #195 Olympic Team - 1984 Gold Medalist PSA 8
bd6ac18f72489aa12f92,cbfad65e2ce0aa5193df,,,BGS,7.5,,BGS 7.5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,q1kKwJkMQ1S4V4UdJcH9,1984,Star,26,Court Kings 5x7,,0,0,1984 Star Michael Jordan #26 [Court Kings 5x7] BGS 8,,7.5,Michael Jordan 1984 Star #26 Court Kings 5x7 BGS 7.5
e26e373280c68cf2f304,cbfad65e2ce0aa5193df,,,BGS,8,,BGS 8,,PENDING,0,1,,P0001,Michael Jordan,Basketball,q1kKwJkMQ1S4V4UdJcH9,1984,Star,26,Court Kings 5x7,,0,0,1984 Star Michael Jordan #26 [Court Kings 5x7] BGS 8,,8.0,Michael Jordan 1984 Star #26 Court Kings 5x7 BGS 8
5fd9da5c25ebcf2f9580,cbfad65e2ce0aa5193df,,,BGS,8.5,,BGS 8.5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,q1kKwJkMQ1S4V4UdJcH9,1984,Star,26,Court Kings 5x7,,0,0,1984 Star Michael Jordan #26 [Court Kings 5x7] BGS 8,,8.5,Michael Jordan 1984 Star #26 Court Kings 5x7 BGS 8.5
950cb60391de18099d5e,cbfad65e2ce0aa5193df,,,BGS,9,,BGS 9,,PENDING,0,1,,P0001,Michael Jordan,Basketball,q1kKwJkMQ1S4V4UdJcH9,1984,Star,26,Court Kings 5x7,,0,0,1984 Star Michael Jordan #26 [Court Kings 5x7] BGS 8,,9.0,Michael Jordan 1984 Star #26 Court Kings 5x7 BGS 9
f5fbffed6f96c22afc15,cbfad65e2ce0aa5193df,,,BGS,9.5,,BGS 9.5,,PENDING,0,1,,P0001,Michael Jordan,Basketball,q1kKwJkMQ1S4V4UdJcH9,1984,Star,26,Court Kings 5x7,,0,0,1984 Star Michael Jordan #26 [Court Kings 5x7] BGS 8,,9.5,Michael Jordan 1984 Star #26 Court Kings 5x7 BGS 9.5
1fe0d5e6054c151d85f6,77b631b3db3acce3d711,,,BGS,3.0,,BGS 3,,PENDING,3,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,3.0,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BGS 3.0
5683c828d54834c7cf03,77b631b3db3acce3d711,,,BGS,5.0,,BGS 5,,PENDING,8,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,5.0,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BGS 5.0
d0c8ecfc2c1b5a2af2f6,77b631b3db3acce3d711,,,BGS,5.5,,BGS 5.5,,PENDING,28,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,5.5,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BGS 5.5
1474b1867ebc681976cf,77b631b3db3acce3d711,,,BGS,6,,BGS 6,,COMPLETE,46,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,6.0,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BGS 6
a4644179dbf248866ab2,77b631b3db3acce3d711,,,BGS,6.5,,BGS 6.5,,COMPLETE,55,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,6.5,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BGS 6.5
4c978551df2eab7dd894,77b631b3db3acce3d711,,,BGS,7,,BGS 7,,COMPLETE,95,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,7.0,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BGS 7
c9a12b152da74acc77be,77b631b3db3acce3d711,,,BGS,7.5,,BGS 7.5,,COMPLETE,92,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,7.5,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BGS 7.5
78c7ed78ad8725f9e2b9,77b631b3db3acce3d711,,,BGS,8,,BGS 8,,COMPLETE,61,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,8.0,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BGS 8
973c121eb8f7cb7b5f35,77b631b3db3acce3d711,,,BGS,8.5,,BGS 8.5,,COMPLETE,38,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,8.5,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BGS 8.5
7c3feac17989f6b3ed69,77b631b3db3acce3d711,,,BGS,9,,BGS 9,,COMPLETE,9,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,9.0,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BGS 9
a9d73e6b7e38ba2f666b,77b631b3db3acce3d711,,,BVG,7.5,,BVG 7.5,,PENDING,1,1,,P0001,Michael Jordan,Basketball,l90GzGiRIrHiGRgH0DrX,1984,Star,288,1985 Rookie-Of-The-Year (ROY),,1,0,1984 Star Michael Jordan #288 [1985 Rookie-Of-The-Year (ROY)] BGS 7,,7.5,Michael Jordan 1984 Star #288 1985 Rookie-Of-The-Year (ROY) BVG 7.5
